Packet Number,Time_interval,Layer,src_ip,scr_port,dst_port,ack_no,tcp_length,sql,stream,Time(seconds),socket_count,Label
16539,0,UDP,192.168.77.106,,,,53,0,,,,N
16540,0,UDP,192.168.77.106,,,,53,0,,,,N
16541,0,UDP,192.168.77.106,,,,53,0,,,,N
16542,0,UDP,192.168.77.106,,,,53,0,,,,N
16543,0,UDP,192.168.77.106,,,,53,0,,,,N
16544,0,UDP,192.168.77.106,,,,55,0,,,,N
16545,0,UDP,192.168.77.106,,,,55,0,,,,N
16546,0,UDP,162.159.130.233,,,,37,0,,,,N
16547,0,UDP,192.168.77.106,,,,53,0,,,,N
16548,0,UDP,192.168.77.106,,,,53,0,,,,N
16549,0,UDP,192.168.77.106,,,,53,0,,,,N
16550,10,TCP,163.70.143.60,443,51007,0,1392,0,6,,,N
16551,0,TCP,163.70.143.60,443,51007,0,1179,0,6,,,N
16555,2,UDP,162.159.130.233,,,,1208,0,,,,N
16556,0,UDP,162.159.130.233,,,,1208,0,,,,N
16557,0,UDP,162.159.130.233,,,,1208,0,,,,N
16558,0,UDP,192.168.77.106,,,,53,0,,,,N
16559,0,UDP,192.168.77.106,,,,53,0,,,,N
16560,0,UDP,192.168.77.106,,,,53,0,,,,N
16561,0,UDP,162.159.130.233,,,,1208,0,,,,N
16562,0,UDP,192.168.77.106,,,,53,0,,,,N
16563,0,UDP,192.168.77.106,,,,53,0,,,,N
16564,0,UDP,192.168.77.106,,,,53,0,,,,N
16565,0,UDP,162.159.130.233,,,,1208,0,,,,N
16566,0,UDP,162.159.130.233,,,,1208,0,,,,N
16567,0,UDP,192.168.77.106,,,,53,0,,,,N
16568,0,UDP,192.168.77.106,,,,53,0,,,,N
16569,0,UDP,192.168.77.106,,,,53,0,,,,N
16570,0,UDP,162.159.130.233,,,,1208,0,,,,N
16571,0,UDP,162.159.130.233,,,,1208,0,,,,N
16572,0,UDP,192.168.77.106,,,,53,0,,,,N
16573,0,UDP,192.168.77.106,,,,53,0,,,,N
16574,0,UDP,192.168.77.106,,,,53,0,,,,N
16575,0,UDP,162.159.130.233,,,,1208,0,,,,N
16576,0,UDP,162.159.130.233,,,,1208,0,,,,N
16577,0,UDP,192.168.77.106,,,,53,0,,,,N
16578,0,UDP,192.168.77.106,,,,53,0,,,,N
16579,0,UDP,192.168.77.106,,,,53,0,,,,N
16580,0,UDP,162.159.130.233,,,,1208,0,,,,N
16581,0,UDP,162.159.130.233,,,,1208,0,,,,N
16582,0,UDP,192.168.77.106,,,,53,0,,,,N
16583,0,UDP,192.168.77.106,,,,53,0,,,,N
16584,0,UDP,192.168.77.106,,,,53,0,,,,N
16585,0,UDP,162.159.130.233,,,,1208,0,,,,N
16586,0,UDP,162.159.130.233,,,,1208,0,,,,N
16587,0,UDP,192.168.77.106,,,,53,0,,,,N
16588,0,UDP,192.168.77.106,,,,53,0,,,,N
16589,0,UDP,192.168.77.106,,,,53,0,,,,N
16590,0,UDP,162.159.130.233,,,,1208,0,,,,N
16591,0,UDP,162.159.130.233,,,,1208,0,,,,N
16592,0,UDP,192.168.77.106,,,,53,0,,,,N
16593,0,UDP,192.168.77.106,,,,53,0,,,,N
16594,0,UDP,192.168.77.106,,,,53,0,,,,N
16595,0,UDP,162.159.130.233,,,,1208,0,,,,N
16596,0,UDP,162.159.130.233,,,,1208,0,,,,N
16597,0,UDP,192.168.77.106,,,,53,0,,,,N
16598,0,UDP,192.168.77.106,,,,53,0,,,,N
16599,0,UDP,192.168.77.106,,,,53,0,,,,N
16600,0,UDP,162.159.130.233,,,,1208,0,,,,N
16601,0,UDP,162.159.130.233,,,,1208,0,,,,N
16602,0,UDP,192.168.77.106,,,,53,0,,,,N
16603,0,UDP,192.168.77.106,,,,53,0,,,,N
16604,0,UDP,192.168.77.106,,,,53,0,,,,N
16605,0,UDP,162.159.130.233,,,,1208,0,,,,N
16606,0,UDP,162.159.130.233,,,,1208,0,,,,N
16607,0,UDP,192.168.77.106,,,,53,0,,,,N
16608,0,UDP,192.168.77.106,,,,53,0,,,,N
16609,0,UDP,192.168.77.106,,,,53,0,,,,N
16610,0,UDP,162.159.130.233,,,,1208,0,,,,N
16611,0,UDP,162.159.130.233,,,,1208,0,,,,N
16612,0,UDP,192.168.77.106,,,,53,0,,,,N
16613,0,UDP,192.168.77.106,,,,53,0,,,,N
16614,0,UDP,192.168.77.106,,,,53,0,,,,N
16615,0,UDP,162.159.130.233,,,,1208,0,,,,N
16616,0,UDP,162.159.130.233,,,,1208,0,,,,N
16617,0,UDP,192.168.77.106,,,,53,0,,,,N
16618,0,UDP,192.168.77.106,,,,53,0,,,,N
16619,0,UDP,192.168.77.106,,,,53,0,,,,N
16620,0,UDP,162.159.130.233,,,,1208,0,,,,N
16621,0,UDP,162.159.130.233,,,,1208,0,,,,N
16622,0,UDP,192.168.77.106,,,,53,0,,,,N
16623,0,UDP,192.168.77.106,,,,53,0,,,,N
16624,0,UDP,192.168.77.106,,,,53,0,,,,N
16625,0,UDP,162.159.130.233,,,,1208,0,,,,N
16626,0,UDP,162.159.130.233,,,,1208,0,,,,N
16627,0,UDP,192.168.77.106,,,,53,0,,,,N
16628,0,UDP,192.168.77.106,,,,53,0,,,,N
16629,0,UDP,192.168.77.106,,,,53,0,,,,N
16630,0,UDP,162.159.130.233,,,,1208,0,,,,N
16631,0,UDP,162.159.130.233,,,,1208,0,,,,N
16632,0,UDP,192.168.77.106,,,,53,0,,,,N
16633,0,UDP,192.168.77.106,,,,53,0,,,,N
16634,0,UDP,192.168.77.106,,,,53,0,,,,N
16635,0,UDP,162.159.130.233,,,,1208,0,,,,N
16636,0,UDP,162.159.130.233,,,,1208,0,,,,N
16637,0,UDP,192.168.77.106,,,,53,0,,,,N
16638,0,UDP,192.168.77.106,,,,53,0,,,,N
16639,0,UDP,192.168.77.106,,,,53,0,,,,N
16640,0,UDP,162.159.130.233,,,,1208,0,,,,N
16641,0,UDP,162.159.130.233,,,,1208,0,,,,N
16642,0,UDP,192.168.77.106,,,,53,0,,,,N
16643,0,UDP,192.168.77.106,,,,53,0,,,,N
16644,0,UDP,192.168.77.106,,,,53,0,,,,N
16645,0,UDP,162.159.130.233,,,,1208,0,,,,N
16646,0,UDP,162.159.130.233,,,,1208,0,,,,N
16647,0,UDP,192.168.77.106,,,,56,0,,,,N
16648,0,UDP,192.168.77.106,,,,56,0,,,,N
16649,0,UDP,192.168.77.106,,,,56,0,,,,N
16650,0,UDP,162.159.130.233,,,,1208,0,,,,N
16651,0,UDP,162.159.130.233,,,,1208,0,,,,N
16652,0,UDP,192.168.77.106,,,,53,0,,,,N
16653,0,UDP,192.168.77.106,,,,53,0,,,,N
16654,0,UDP,192.168.77.106,,,,53,0,,,,N
16655,0,UDP,162.159.130.233,,,,1208,0,,,,N
16656,0,UDP,162.159.130.233,,,,1208,0,,,,N
16657,0,UDP,192.168.77.106,,,,53,0,,,,N
16658,0,UDP,192.168.77.106,,,,53,0,,,,N
16659,0,UDP,192.168.77.106,,,,53,0,,,,N
16660,0,UDP,162.159.130.233,,,,1208,0,,,,N
16661,0,UDP,162.159.130.233,,,,313,0,,,,N
16662,0,UDP,192.168.77.106,,,,53,0,,,,N
16663,0,UDP,192.168.77.106,,,,53,0,,,,N
16664,0,UDP,192.168.77.106,,,,53,0,,,,N
16665,0,UDP,162.159.130.233,,,,31,0,,,,N
16669,3,TCP,163.70.143.60,443,51007,86,0,0,6,,,N
16689,10,TCP,163.70.143.60,443,51007,382,0,0,6,,,N
16690,0,TCP,163.70.143.60,443,51007,0,64,0,6,,,N
16697,58,TCP,157.90.91.72,443,49949,39,39,0,2,,,N
16701,3,TCP,157.90.91.72,443,49949,0,33,0,2,,,N
16705,0,TCP,157.90.91.72,443,49949,37,48,0,2,,,N
16712,30,TCP,104.18.1.181,443,50884,35,0,0,5,,,N
16713,49,UDP,192.168.77.106,,,,41,0,,,,N
16713,,DNS,192.168.77.106,,,,41,0,,,,N
16714,0,UDP,192.168.77.106,,,,41,0,,,,N
16714,,DNS,192.168.77.106,,,,41,0,,,,N
16715,0,UDP,192.168.77.106,,,,41,0,,,,N
16715,,DNS,192.168.77.106,,,,41,0,,,,N
16716,0,UDP,192.168.77.1,,,,153,0,,,,N
16716,,DNS,192.168.77.1,,,,153,0,,,,N
16717,0,UDP,192.168.77.106,,,,41,0,,,,N
16717,,DNS,192.168.77.106,,,,41,0,,,,N
16718,0,UDP,192.168.77.106,,,,41,0,,,,N
16718,,DNS,192.168.77.106,,,,41,0,,,,N
16719,0,UDP,192.168.77.106,,,,41,0,,,,N
16719,,DNS,192.168.77.106,,,,41,0,,,,N
16723,0,UDP,192.168.77.1,,,,94,0,,,,N
16723,,DNS,192.168.77.1,,,,94,0,,,,N
16734,0,TCP,23.109.170.137,443,51345,663,0,0,183,,,N
16735,0,TCP,23.109.170.137,443,51345,0,1440,0,183,,,N
16736,0,TCP,23.109.170.137,443,51345,0,1440,0,183,,,N
16740,0,TCP,23.109.170.137,443,51345,0,1176,0,183,,,N
16757,0,TCP,23.109.170.137,443,51344,855,0,0,182,,,N
16758,0,TCP,23.109.170.137,443,51344,0,387,0,182,,,N
16762,0,TCP,23.109.170.137,443,51345,342,0,0,183,,,N
16763,0,TCP,23.109.170.137,443,51345,0,282,0,183,,,N
16767,0,TCP,23.109.170.137,443,51344,75,0,0,182,,,N
16768,0,TCP,23.109.170.137,443,51345,517,0,0,183,,,N
16769,0,TCP,23.109.170.137,443,51345,0,1440,0,183,,,N
16770,0,TCP,23.109.170.137,443,51345,0,229,0,183,,,N
16774,,ARP,,,,,60,0,,,,N
16775,,ARP,,,,,42,0,,,,N
16776,,ARP,,,,,42,0,,,,N
16777,,ARP,,,,,42,0,,,,N
16781,29,TCP,35.186.224.39,443,51064,43,0,0,9,,,N
16782,0,TCP,35.186.224.39,443,51064,0,40,0,9,,,N
16791,5,TCP,23.109.170.137,443,51344,53,0,0,182,,,N
16792,0,TCP,23.109.170.137,443,51344,0,0,0,182,,,N
16796,0,TCP,23.109.170.137,443,51344,1,0,0,182,,,N
16800,58,TCP,34.117.237.239,443,51343,39,0,0,181,,,N
16801,0,TCP,34.117.237.239,443,51343,0,39,0,181,,,N
16808,18,TCP,163.70.143.60,443,51007,70,0,0,6,,,N
16809,0,TCP,163.70.143.60,443,51007,0,72,0,6,,,N
16819,11,TCP,23.109.170.137,443,51345,0,0,0,183,,,N
16833,9,TCP,23.109.170.137,443,51345,53,0,0,183,,,N
16834,0,TCP,23.109.170.137,443,51345,1,0,0,183,,,N
16849,30,TCP,104.18.1.181,443,50884,35,0,0,5,,,N
16853,29,TCP,35.186.224.39,443,51064,43,0,0,9,,,N
16854,0,TCP,35.186.224.39,443,51064,0,40,0,9,,,N
16861,29,TCP,163.70.143.60,443,51007,70,0,0,6,,,N
16862,0,TCP,163.70.143.60,443,51007,0,72,0,6,,,N
16866,119,UDP,192.168.77.1,,,,426,0,,,,N
16867,0,UDP,192.168.77.1,,,,435,0,,,,N
16868,0,UDP,192.168.77.1,,,,498,0,,,,N
16869,0,UDP,192.168.77.1,,,,490,0,,,,N
16870,0,UDP,192.168.77.1,,,,435,0,,,,N
16871,0,UDP,192.168.77.1,,,,474,0,,,,N
16872,0,UDP,192.168.77.1,,,,506,0,,,,N
16873,0,UDP,192.168.77.1,,,,435,0,,,,N
16874,0,UDP,192.168.77.1,,,,494,0,,,,N
16875,0,UDP,192.168.77.1,,,,488,0,,,,N
16876,0,UDP,192.168.77.1,,,,426,0,,,,N
16877,0,UDP,192.168.77.1,,,,435,0,,,,N
16878,0,UDP,192.168.77.1,,,,498,0,,,,N
16879,0,UDP,192.168.77.1,,,,490,0,,,,N
16880,0,UDP,192.168.77.1,,,,435,0,,,,N
16881,0,UDP,192.168.77.1,,,,474,0,,,,N
16882,0,UDP,192.168.77.1,,,,506,0,,,,N
16883,0,UDP,192.168.77.1,,,,435,0,,,,N
16884,0,UDP,192.168.77.1,,,,494,0,,,,N
16885,0,UDP,192.168.77.1,,,,488,0,,,,N
16889,2,TCP,163.70.143.60,443,51007,70,0,0,6,,,N
16890,0,TCP,163.70.143.60,443,51007,0,72,0,6,,,N
16894,0,UDP,192.168.77.106,,,,145,0,,,,N
16895,0,UDP,192.168.77.106,,,,145,0,,,,N
16896,0,UDP,192.168.77.106,,,,145,0,,,,N
16897,0,UDP,192.168.77.1,,,,494,0,,,,N
16908,0,TCP,192.168.77.1,1900,51346,145,0,0,184,,,N
16909,0,TCP,192.168.77.1,1900,51346,0,261,0,184,,,N
16910,0,TCP,192.168.77.1,1900,51346,0,1460,0,184,,,N
16914,0,TCP,192.168.77.1,1900,51346,0,1460,0,184,,,N
16915,0,TCP,192.168.77.1,1900,51346,0,463,0,184,,,N
16925,0,TCP,192.168.77.1,1900,51346,1,0,0,184,,,N
16932,0,TCP,192.168.77.1,1900,51347,592,0,0,185,,,N
16933,0,TCP,192.168.77.1,1900,51347,0,218,0,185,,,N
16934,0,TCP,192.168.77.1,1900,51347,0,416,0,185,,,N
16943,0,TCP,192.168.77.1,1900,51347,1,0,0,185,,,N
16951,0,TCP,192.168.77.1,1900,51348,613,0,0,186,,,N
16952,0,TCP,192.168.77.1,1900,51348,0,218,0,186,,,N
16953,0,TCP,192.168.77.1,1900,51348,0,343,0,186,,,N
16962,0,TCP,192.168.77.1,1900,51348,1,0,0,186,,,N
16969,0,TCP,192.168.77.1,1900,51349,917,0,0,187,,,N
16970,0,TCP,192.168.77.1,1900,51349,0,218,0,187,,,N
16971,0,TCP,192.168.77.1,1900,51349,0,268,0,187,,,N
16977,0,TCP,192.168.77.1,1900,51349,1,0,0,187,,,N
16978,0,UDP,192.168.77.106,,,,145,0,,,,N
16979,0,UDP,192.168.77.106,,,,145,0,,,,N
16980,0,UDP,192.168.77.106,,,,145,0,,,,N
16981,0,UDP,192.168.77.1,,,,494,0,,,,N
16992,0,TCP,192.168.77.1,1900,51350,145,0,0,188,,,N
16993,0,TCP,192.168.77.1,1900,51350,0,261,0,188,,,N
16994,0,TCP,192.168.77.1,1900,51350,0,1460,0,188,,,N
16998,0,TCP,192.168.77.1,1900,51350,0,1460,0,188,,,N
16999,0,TCP,192.168.77.1,1900,51350,0,463,0,188,,,N
17005,0,TCP,192.168.77.1,1900,51350,1,0,0,188,,,N
17012,0,TCP,192.168.77.1,1900,51351,592,0,0,189,,,N
17013,0,TCP,192.168.77.1,1900,51351,0,218,0,189,,,N
17014,0,TCP,192.168.77.1,1900,51351,0,416,0,189,,,N
17023,0,TCP,192.168.77.1,1900,51351,1,0,0,189,,,N
17031,0,TCP,192.168.77.1,1900,51352,613,0,0,190,,,N
17032,0,TCP,192.168.77.1,1900,51352,0,218,0,190,,,N
17033,0,TCP,192.168.77.1,1900,51352,0,343,0,190,,,N
17042,0,TCP,192.168.77.1,1900,51352,1,0,0,190,,,N
17049,0,TCP,192.168.77.1,1900,51353,917,0,0,191,,,N
17050,0,TCP,192.168.77.1,1900,51353,0,218,0,191,,,N
17051,0,TCP,192.168.77.1,1900,51353,0,268,0,191,,,N
17060,0,TCP,192.168.77.1,1900,51353,1,0,0,191,,,N
17068,0,TCP,192.168.77.1,1900,51354,917,0,0,192,,,N
17069,0,TCP,192.168.77.1,1900,51354,0,218,0,192,,,N
17070,0,TCP,192.168.77.1,1900,51354,0,268,0,192,,,N
17079,0,TCP,192.168.77.1,1900,51354,1,0,0,192,,,N
17086,0,TCP,192.168.77.1,1900,51355,917,0,0,193,,,N
17087,0,TCP,192.168.77.1,1900,51355,0,218,0,193,,,N
17088,0,TCP,192.168.77.1,1900,51355,0,268,0,193,,,N
17097,0,TCP,192.168.77.1,1900,51355,1,0,0,193,,,N
17104,0,TCP,192.168.77.1,1900,51356,917,0,0,194,,,N
17105,0,TCP,192.168.77.1,1900,51356,0,218,0,194,,,N
17106,0,TCP,192.168.77.1,1900,51356,0,268,0,194,,,N
17112,0,TCP,192.168.77.1,1900,51356,1,0,0,194,,,N
17116,58,TCP,157.90.91.72,443,49949,39,39,0,2,,,N
17123,30,TCP,104.18.1.181,443,50884,35,0,0,5,,,N
17124,301,UDP,192.168.77.106,,,,51,0,,,,N
17125,0,UDP,192.168.77.106,,,,51,0,,,,N
17126,0,UDP,192.168.77.106,,,,51,0,,,,N
17127,301,UDP,,,,,51,0,,,,N
17128,0,UDP,,,,,51,0,,,,N
17129,0,UDP,,,,,51,0,,,,N
17130,62,UDP,192.168.77.106,,,,41,0,,,,N
17130,,DNS,192.168.77.106,,,,41,0,,,,N
17131,0,UDP,192.168.77.106,,,,41,0,,,,N
17131,,DNS,192.168.77.106,,,,41,0,,,,N
17132,0,UDP,192.168.77.106,,,,41,0,,,,N
17132,,DNS,192.168.77.106,,,,41,0,,,,N
17133,0,UDP,192.168.77.1,,,,153,0,,,,N
17133,,DNS,192.168.77.1,,,,153,0,,,,N
17134,0,UDP,192.168.77.106,,,,41,0,,,,N
17134,,DNS,192.168.77.106,,,,41,0,,,,N
17135,0,UDP,192.168.77.106,,,,41,0,,,,N
17135,,DNS,192.168.77.106,,,,41,0,,,,N
17136,0,UDP,192.168.77.106,,,,41,0,,,,N
17136,,DNS,192.168.77.106,,,,41,0,,,,N
17140,0,UDP,192.168.77.1,,,,94,0,,,,N
17140,,DNS,192.168.77.1,,,,94,0,,,,N
17141,1,UDP,192.168.77.106,,,,51,0,,,,N
17142,0,UDP,192.168.77.106,,,,51,0,,,,N
17143,0,UDP,192.168.77.106,,,,51,0,,,,N
17144,1,UDP,,,,,51,0,,,,N
17145,0,UDP,,,,,51,0,,,,N
17146,0,UDP,,,,,51,0,,,,N
17154,0,TCP,23.109.170.137,443,51357,855,0,0,195,,,N
17155,0,TCP,23.109.170.137,443,51357,0,176,0,195,,,N
17162,0,TCP,23.109.170.137,443,51357,592,0,0,195,,,N
17164,0,TCP,23.109.170.137,443,51357,0,1440,0,195,,,N
17165,21,TCP,163.70.143.60,443,51007,0,224,0,6,,,N
17172,0,TCP,23.109.170.137,443,51357,0,229,0,195,,,N
17179,29,TCP,35.186.224.39,443,51064,43,0,0,9,,,N
17180,0,TCP,35.186.224.39,443,51064,0,40,0,9,,,N
17187,2,TCP,163.70.143.60,443,51007,73,0,0,6,,,N
17198,0,TCP,163.70.143.60,443,51007,70,0,0,6,,,N
17199,0,TCP,163.70.143.60,443,51007,0,72,0,6,,,N
17206,58,TCP,34.117.237.239,443,51343,39,39,0,181,,,N
17222,96,UDP,192.168.77.104,,,,68,0,,,,N
17223,96,UDP,,,,,68,0,,,,N
17224,0,UDP,,,,,90,0,,,,N
17225,0,UDP,192.168.77.104,,,,68,0,,,,N
17226,0,UDP,,,,,68,0,,,,N
17227,0,UDP,192.168.77.104,,,,78,0,,,,N
17228,0,UDP,192.168.77.104,,,,84,0,,,,N
17229,0,UDP,,,,,84,0,,,,N
17230,0,UDP,192.168.77.104,,,,151,0,,,,N
17231,0,UDP,,,,,163,0,,,,N
17232,0,UDP,192.168.77.104,,,,48,0,,,,N
17233,0,UDP,,,,,48,0,,,,N
17234,0,UDP,192.168.77.104,,,,341,0,,,,N
17235,0,UDP,,,,,353,0,,,,N
17253,10,TCP,23.109.170.137,443,51357,0,0,0,195,,,N
17254,17,UDP,192.168.77.106,,,,55,0,,,,N
17254,,DNS,192.168.77.106,,,,55,0,,,,N
17255,0,UDP,192.168.77.106,,,,55,0,,,,N
17255,,DNS,192.168.77.106,,,,55,0,,,,N
17256,0,UDP,192.168.77.106,,,,55,0,,,,N
17256,,DNS,192.168.77.106,,,,55,0,,,,N
17257,0,UDP,192.168.77.1,,,,192,0,,,,N
17257,,DNS,192.168.77.1,,,,192,0,,,,N
17268,0,TCP,52.168.117.169,443,51358,212,1440,0,196,,,N
17269,0,TCP,52.168.117.169,443,51358,0,1440,0,196,,,N
17273,0,TCP,52.168.117.169,443,51358,0,1440,0,196,,,N
17274,0,TCP,52.168.117.169,443,51358,0,173,0,196,,,N
17281,0,TCP,52.168.117.169,443,51358,158,51,0,196,,,N
17296,0,TCP,52.168.117.169,443,51358,756,0,0,196,,,N
17297,0,TCP,52.168.117.169,443,51358,1440,0,0,196,,,N
17298,0,TCP,52.168.117.169,443,51358,1857,38,0,196,,,N
17302,0,TCP,52.168.117.169,443,51358,0,395,0,196,,,N
17317,0,TCP,52.168.117.169,443,51358,117,0,0,196,,,N
17318,0,TCP,52.168.117.169,443,51358,2514,0,0,196,,,N
17319,0,TCP,52.168.117.169,443,51358,0,109,0,196,,,N
17323,0,TCP,52.168.117.169,443,51358,1,42,0,196,,,N
17327,0,TCP,52.168.117.169,443,51358,0,0,0,196,,,N
17331,10,TCP,23.109.170.137,443,51357,0,0,0,195,,,N
17340,17,TCP,163.70.143.60,443,51007,70,0,0,6,,,N
17341,0,TCP,163.70.143.60,443,51007,0,72,0,6,,,N
17348,1,TCP,23.109.170.137,443,51357,54,0,0,195,,,N
17349,,ARP,,,,,60,0,,,,N
17350,,ARP,,,,,42,0,,,,N
17351,,ARP,,,,,42,0,,,,N
17352,,ARP,,,,,42,0,,,,N
17356,119,TCP,20.198.119.84,443,51180,101,171,0,20,,,N
17363,30,TCP,104.18.1.181,443,50884,35,0,0,5,,,N
17375,29,TCP,35.186.224.39,443,51064,43,0,0,9,,,N
17376,0,TCP,35.186.224.39,443,51064,0,40,0,9,,,N
17383,10,TCP,23.109.170.137,443,51357,0,0,0,195,,,N
17387,15,TCP,163.70.143.60,443,51007,66,0,0,6,,,N
17388,21,UDP,192.168.77.106,,,,50,0,,,,N
17388,,DNS,192.168.77.106,,,,50,0,,,,N
17389,0,UDP,192.168.77.106,,,,50,0,,,,N
17389,,DNS,192.168.77.106,,,,50,0,,,,N
17390,0,UDP,192.168.77.106,,,,50,0,,,,N
17390,,DNS,192.168.77.106,,,,50,0,,,,N
17391,0,UDP,192.168.77.1,,,,136,0,,,,N
17391,,DNS,192.168.77.1,,,,136,0,,,,N
17392,0,UDP,192.168.77.106,,,,54,0,,,,N
17392,,DNS,192.168.77.106,,,,54,0,,,,N
17393,0,UDP,192.168.77.106,,,,54,0,,,,N
17393,,DNS,192.168.77.106,,,,54,0,,,,N
17394,0,UDP,192.168.77.106,,,,54,0,,,,N
17394,,DNS,192.168.77.106,,,,54,0,,,,N
17395,0,UDP,192.168.77.1,,,,118,0,,,,N
17395,,DNS,192.168.77.1,,,,118,0,,,,N
17396,0,UDP,192.168.77.106,,,,54,0,,,,N
17396,,DNS,192.168.77.106,,,,54,0,,,,N
17397,0,UDP,192.168.77.106,,,,54,0,,,,N
17397,,DNS,192.168.77.106,,,,54,0,,,,N
17398,0,UDP,192.168.77.106,,,,54,0,,,,N
17398,,DNS,192.168.77.106,,,,54,0,,,,N
17399,0,UDP,192.168.77.106,,,,54,0,,,,N
17399,,DNS,192.168.77.106,,,,54,0,,,,N
17400,0,UDP,192.168.77.106,,,,54,0,,,,N
17400,,DNS,192.168.77.106,,,,54,0,,,,N
17401,0,UDP,192.168.77.106,,,,54,0,,,,N
17401,,DNS,192.168.77.106,,,,54,0,,,,N
17402,0,UDP,1.1.1.1,,,,166,0,,,,N
17402,,DNS,1.1.1.1,,,,166,0,,,,N
17403,0,UDP,192.168.77.1,,,,166,0,,,,N
17403,,DNS,192.168.77.1,,,,166,0,,,,N
17407,0,TCP,163.70.143.60,443,51007,70,0,0,6,,,N
17408,0,TCP,163.70.143.60,443,51007,0,72,0,6,,,N
17412,0,UDP,192.168.77.106,,,,1365,0,,,,N
17413,0,UDP,192.168.77.106,,,,1365,0,,,,N
17414,0,UDP,192.168.77.106,,,,1365,0,,,,N
17415,0,UDP,216.239.36.178,,,,1365,0,,,,N
17416,0,UDP,192.168.77.106,,,,48,0,,,,N
17417,0,UDP,192.168.77.106,,,,48,0,,,,N
17418,0,UDP,192.168.77.106,,,,48,0,,,,N
17419,0,UDP,216.239.36.178,,,,1365,0,,,,N
17420,0,UDP,216.239.36.178,,,,1365,0,,,,N
17421,0,UDP,192.168.77.106,,,,50,0,,,,N
17422,0,UDP,192.168.77.106,,,,50,0,,,,N
17423,0,UDP,192.168.77.106,,,,50,0,,,,N
17424,0,UDP,192.168.77.106,,,,50,0,,,,N
17425,0,UDP,192.168.77.106,,,,50,0,,,,N
17426,0,UDP,216.239.36.178,,,,1365,0,,,,N
17427,0,UDP,192.168.77.106,,,,50,0,,,,N
17428,0,UDP,192.168.77.106,,,,50,0,,,,N
17429,0,UDP,192.168.77.106,,,,50,0,,,,N
17430,0,UDP,216.239.36.178,,,,934,0,,,,N
17431,0,UDP,216.239.36.178,,,,52,0,,,,N
17432,0,UDP,192.168.77.106,,,,52,0,,,,N
17433,0,UDP,192.168.77.106,,,,52,0,,,,N
17434,0,UDP,192.168.77.106,,,,52,0,,,,N
17435,0,UDP,192.168.77.106,,,,178,0,,,,N
17436,0,UDP,192.168.77.106,,,,178,0,,,,N
17437,0,UDP,192.168.77.106,,,,178,0,,,,N
17438,0,UDP,192.168.77.106,,,,560,0,,,,N
17439,0,UDP,192.168.77.106,,,,560,0,,,,N
17440,0,UDP,192.168.77.106,,,,560,0,,,,N
17441,0,UDP,216.239.36.178,,,,623,0,,,,N
17442,0,UDP,216.239.36.178,,,,132,0,,,,N
17443,0,UDP,216.239.36.178,,,,38,0,,,,N
17444,0,UDP,192.168.77.106,,,,39,0,,,,N
17445,0,UDP,192.168.77.106,,,,39,0,,,,N
17446,0,UDP,192.168.77.106,,,,39,0,,,,N
17447,0,UDP,216.239.36.178,,,,258,0,,,,N
17448,0,UDP,192.168.77.106,,,,49,0,,,,N
17449,0,UDP,192.168.77.106,,,,49,0,,,,N
17450,0,UDP,192.168.77.106,,,,49,0,,,,N
17451,0,UDP,216.239.36.178,,,,32,0,,,,N
17452,0,UDP,192.168.77.106,,,,40,0,,,,N
17453,0,UDP,192.168.77.106,,,,40,0,,,,N
17454,0,UDP,192.168.77.106,,,,40,0,,,,N
17455,0,UDP,216.239.36.178,,,,35,0,,,,N
17456,0,UDP,192.168.77.106,,,,40,0,,,,N
17456,,DNS,192.168.77.106,,,,40,0,,,,N
17457,0,UDP,192.168.77.106,,,,40,0,,,,N
17457,,DNS,192.168.77.106,,,,40,0,,,,N
17458,0,UDP,192.168.77.106,,,,40,0,,,,N
17458,,DNS,192.168.77.106,,,,40,0,,,,N
17459,0,UDP,192.168.77.106,,,,40,0,,,,N
17459,,DNS,192.168.77.106,,,,40,0,,,,N
17460,0,UDP,192.168.77.106,,,,40,0,,,,N
17460,,DNS,192.168.77.106,,,,40,0,,,,N
17461,0,UDP,192.168.77.106,,,,40,0,,,,N
17461,,DNS,192.168.77.106,,,,40,0,,,,N
17462,0,UDP,192.168.77.106,,,,44,0,,,,N
17462,,DNS,192.168.77.106,,,,44,0,,,,N
17463,0,UDP,192.168.77.106,,,,44,0,,,,N
17463,,DNS,192.168.77.106,,,,44,0,,,,N
17464,0,UDP,192.168.77.106,,,,44,0,,,,N
17464,,DNS,192.168.77.106,,,,44,0,,,,N
17465,0,UDP,192.168.77.106,,,,50,0,,,,N
17465,,DNS,192.168.77.106,,,,50,0,,,,N
17466,0,UDP,192.168.77.106,,,,50,0,,,,N
17466,,DNS,192.168.77.106,,,,50,0,,,,N
17467,0,UDP,192.168.77.1,,,,66,0,,,,N
17467,,DNS,192.168.77.1,,,,66,0,,,,N
17471,0,UDP,192.168.77.1,,,,144,0,,,,N
17471,,DNS,192.168.77.1,,,,144,0,,,,N
17472,0,UDP,192.168.77.106,,,,55,0,,,,N
17472,,DNS,192.168.77.106,,,,55,0,,,,N
17473,0,UDP,192.168.77.106,,,,55,0,,,,N
17473,,DNS,192.168.77.106,,,,55,0,,,,N
17474,0,UDP,192.168.77.106,,,,55,0,,,,N
17474,,DNS,192.168.77.106,,,,55,0,,,,N
